split_id,tree,depth,node_id,feature_idx,binned_gain,exact_gain,retention,n_samples_in_node
4,7,1,2,22,7.20646738,8.60355184,0.83761538,184
4,7,2,3,21,0.50808230,2.02604623,0.25077527,256
4,7,2,4,1,2.33893388,2.33893411,0.99999990,16
4,7,2,5,24,1.83634998,2.32089518,0.79122487,20
4,7,2,6,21,4.12346204,5.81841795,0.70869128,164
4,8,1,1,23,4.01391507,4.01391265,1.00000000,258
4,8,1,2,13,9.11062994,9.66785615,0.94236300,198
4,8,2,3,28,0.30001015,0.72523933,0.41367055,245
4,8,2,4,1,1.59413574,1.59413558,1.00000000,13
4,8,2,5,21,5.56213138,5.57661941,0.99740200,59
4,9,1,1,27,9.65680456,10.98872405,0.87879216,306
4,9,1,2,6,2.93431471,3.36605031,0.87173822,150
4,9,2,3,12,0.38508380,0.38508402,0.99999941,258
4,9,2,4,21,4.75416871,6.29040287,0.75578128,48
4,9,2,5,1,1.91838680,3.17244872,0.60470223,16
4,10,1,1,22,7.18771378,7.49823807,0.95858703,305
4,10,1,2,13,3.27866693,4.43516897,0.73924285,151
4,10,2,3,26,1.27325021,1.41160262,0.90198913,260
4,10,2,4,21,3.52183884,3.52183890,0.99999998,45
4,10,2,5,22,0.13371853,0.13371853,1.00000000,11
4,10,2,6,23,0.36761401,0.98136119,0.37459603,140
4,11,1,1,27,7.30192521,8.56858531,0.85217395,306
4,11,1,2,6,2.42978027,2.80505615,0.86621448,150
4,11,2,3,12,0.50332046,0.50331956,1.00000000,258
4,11,2,4,21,3.87155789,5.14130175,0.75303067,48
4,11,2,5,1,1.48862540,2.67901812,0.55566082,16
4,12,1,1,13,3.01406033,4.01222750,0.75121870,272
4,12,1,2,21,4.69443371,6.20914649,0.75605137,184
4,12,2,3,20,1.48512731,2.38418128,0.62290872,260
4,12,2,5,20,3.47435893,3.47435904,0.99999997,47
4,12,2,6,6,0.31617028,0.40637556,0.77802484,137
4,13,1,1,26,5.79350330,5.79350438,0.99999981,306
4,13,1,2,21,2.22794822,2.22794849,0.99999988,150
4,13,2,3,29,0.73457033,0.73457030,1.00000000,268
4,13,2,4,21,2.92081888,2.92081931,0.99999985,38
4,13,2,5,18,0.80450510,0.80450521,0.99999986,13
4,13,2,6,11,0.17207745,0.41138932,0.41828370,137
4,14,1,1,1,1.54613676,1.95079419,0.79256785,258
4,14,1,2,13,4.72622808,5.34164564,0.88478877,198
4,14,2,3,10,0.83627752,1.00686011,0.83057966,222
4,14,2,4,27,1.07820720,1.20819694,0.89241014,36
4,14,2,5,21,2.77293078,2.95115180,0.93960967,59
4,14,2,6,21,0.12750831,0.12750824,1.00000000,139
